city_id,city_name,admin_region,country_code,latitude,longitude,existing_timezone,calculated_timezone,assignment_method,confidence,boundary_distance_meters,review_status,dataset_version,reason
836,Departamento de Bella Vista,Corrientes,AR,-28.5,-58.83333,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
837,Departamento de Bermejo,Chaco,AR,-27,-58.66667,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
838,Departamento de Berón de Astrada,Corrientes,AR,-27.5,-57.66667,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
839,Departamento de Biedma,Chubut,AR,-42.41667,-65,America/Argentina/Buenos_Aires,America/Argentina/Catamarca,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
840,Departamento de Burruyacú,Tucumán,AR,-26.5,-64.91667,America/Argentina/Buenos_Aires,America/Argentina/Tucuman,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
841,Departamento de Cainguás,Misiones,AR,-27.16667,-54.83333,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
842,Departamento de Calamuchita,Córdoba,AR,-32.25,-64.58333,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
843,Departamento de Caleu-Caleu,La Pampa,AR,-38.58333,-64,America/Argentina/Buenos_Aires,America/Argentina/Salta,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
844,Departamento de Calingasta,San Juan,AR,-31.5,-69.75,America/Argentina/Buenos_Aires,America/Argentina/San_Juan,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
845,Departamento de Candelaria,Misiones,AR,-27.5,-55.5,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
846,Departamento de Capayán,Catamarca,AR,-28.83333,-66,America/Argentina/Buenos_Aires,America/Argentina/Catamarca,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
847,Departamento de Capital,Corrientes,AR,-27.5,-58.75,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
848,Departamento de Capital,Misiones,AR,-27.5,-55.83333,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
849,Departamento de Capital,Catamarca,AR,-28.41667,-65.8,America/Argentina/Buenos_Aires,America/Argentina/Catamarca,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
850,Departamento de Capital,Mendoza,AR,-32.88469,-68.85826,America/Argentina/Buenos_Aires,America/Argentina/Mendoza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
851,Departamento de Capital,San Juan,AR,-31.53333,-68.53333,America/Argentina/Buenos_Aires,America/Argentina/San_Juan,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
852,Departamento de Capital,Tucumán,AR,-26.82825,-65.21126,America/Argentina/Buenos_Aires,America/Argentina/Tucuman,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
853,Departamento de Caseros,Santa Fe,AR,-33.25,-61.66667,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
854,Departamento de Castellanos,Santa Fe,AR,-31.16667,-61.66667,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
855,Departamento de Catán-Lil,Neuquén,AR,-39.5,-70.33333,America/Argentina/Buenos_Aires,America/Argentina/Salta,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
856,Departamento de Caucete,San Juan,AR,-31.45,-67.66667,America/Argentina/Buenos_Aires,America/Argentina/San_Juan,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
857,Departamento de Cerrillos,Salta,AR,-25,-65.41667,America/Argentina/Buenos_Aires,America/Argentina/Salta,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
858,Departamento de Chicoana,Salta,AR,-25.11583,-65.59466,America/Argentina/Buenos_Aires,America/Argentina/Salta,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
860,Departamento de Chos-Malal,Neuquén,AR,-36.91667,-70.16667,America/Argentina/Buenos_Aires,America/Argentina/Salta,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
861,Departamento de Choya,Santiago del Estero,AR,-28.75,-64.75,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
862,Departamento de Cochinoca,Jujuy,AR,-23,-65.83333,America/Argentina/Buenos_Aires,America/Argentina/Jujuy,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
863,Departamento de Collón-Curá,Neuquén,AR,-40.08333,-70.16667,America/Argentina/Buenos_Aires,America/Argentina/Salta,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
864,Departamento de Colón,Córdoba,AR,-31.16667,-64.16667,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
865,Departamento de Comandante Fernández,Chaco,AR,-26.83333,-60.5,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
866,Departamento de Concepción,Corrientes,AR,-28.33333,-58,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
867,Departamento de Concepción de la Sierra,Misiones,AR,-27.83333,-55.41667,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
868,Departamento de Confluencia,Neuquén,AR,-38.83333,-68.83333,America/Argentina/Buenos_Aires,America/Argentina/Salta,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
869,Departamento de Constitución,Santa Fe,AR,-33.5,-60.91667,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
870,Departamento de Cruz Alta,Tucumán,AR,-26.91667,-64.91667,America/Argentina/Buenos_Aires,America/Argentina/Tucuman,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
871,Departamento de Cruz del Eje,Córdoba,AR,-30.75,-65,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
872,Departamento de Curuzú Cuatiá,Corrientes,AR,-29.5,-58.5,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
873,Departamento de Cushamen,Chubut,AR,-42.5,-70.83333,America/Argentina/Buenos_Aires,America/Argentina/Catamarca,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
874,Departamento de Deseado,Santa Cruz,AR,-47.33333,-67.83333,America/Argentina/Buenos_Aires,America/Argentina/Rio_Gallegos,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
875,Departamento de Doce de Octubre,Chaco,AR,-27.41667,-61.33333,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
877,Departamento de El Alto,Catamarca,AR,-28.41667,-65.41667,America/Argentina/Buenos_Aires,America/Argentina/Catamarca,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
878,Departamento de Eldorado,Misiones,AR,-26.25,-54.41667,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
879,Departamento de Empedrado,Corrientes,AR,-27.83333,-58.66667,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
880,Departamento de Escalante,Chubut,AR,-45.33333,-67.33333,America/Argentina/Buenos_Aires,America/Argentina/Catamarca,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
881,Departamento de Esquina,Corrientes,AR,-30,-59.33333,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
882,Departamento de Famaillá,Tucumán,AR,-26.91667,-65.5,America/Argentina/Buenos_Aires,America/Argentina/Tucuman,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
883,Departamento de Florentino Ameghino,Chubut,AR,-44.41667,-66.16667,America/Argentina/Buenos_Aires,America/Argentina/Catamarca,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
884,Departamento de Fray Mamerto Esquiú,Catamarca,AR,-28.3,-65.75,America/Argentina/Buenos_Aires,America/Argentina/Catamarca,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
885,Departamento de Futaleufú,Chubut,AR,-43.08333,-71.41667,America/Argentina/Buenos_Aires,America/Argentina/Catamarca,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
886,Departamento de Gaimán,Chubut,AR,-43.33333,-66.33333,America/Argentina/Buenos_Aires,America/Argentina/Catamarca,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
887,Departamento de Gastre,Chubut,AR,-42.83333,-68.66667,America/Argentina/Buenos_Aires,America/Argentina/Catamarca,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
888,Departamento de General Alvear,Corrientes,AR,-28.83333,-56.5,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
889,Departamento de General Alvear,Mendoza,AR,-35.16667,-67.33333,America/Argentina/Buenos_Aires,America/Argentina/Mendoza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
890,Departamento de General Donovan,Chaco,AR,-27.16667,-59.33333,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
891,Departamento de General Güemes,Salta,AR,-24.79464,-64.94393,America/Argentina/Buenos_Aires,America/Argentina/Salta,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
892,Departamento de General Güemes,Chaco,AR,-25.16667,-61.41667,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
893,Departamento de General Lamadrid,La Rioja,AR,-28.83333,-68.66667,America/Argentina/Buenos_Aires,America/Argentina/La_Rioja,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
894,Departamento de General Manuel Belgrano,Misiones,AR,-26.16667,-53.91667,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
895,Departamento de General Paz,Corrientes,AR,-27.75,-57.83333,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
896,Departamento de General Roca,Córdoba,AR,-34.66667,-64.25,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
897,Departamento de General San Martín,Córdoba,AR,-32.5,-63.33333,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
898,Departamento de Godoy Cruz,Mendoza,AR,-32.93333,-68.86667,America/Argentina/Buenos_Aires,America/Argentina/Mendoza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
899,Departamento de Goya,Corrientes,AR,-29.5,-59.5,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
900,Departamento de Graneros,Tucumán,AR,-27.75,-65.33333,America/Argentina/Buenos_Aires,America/Argentina/Tucuman,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
901,Departamento de Guachipas,Salta,AR,-25.66667,-65.5,America/Argentina/Buenos_Aires,America/Argentina/Salta,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
902,Departamento de Gualeguaychú,Entre Ríos,AR,-33.25,-59,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
903,Departamento de Guaraní,Misiones,AR,-27.16667,-54.16667,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
904,Departamento de Guasayán,Santiago del Estero,AR,-28,-64.83333,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
905,Departamento de Guaymallén,Mendoza,AR,-32.88333,-68.7,America/Argentina/Buenos_Aires,America/Argentina/Mendoza,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
906,Departamento de Güer Aike,Santa Cruz,AR,-51.33333,-70.33333,America/Argentina/Buenos_Aires,America/Argentina/Rio_Gallegos,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
907,Departamento de Iglesia,San Juan,AR,-29.33333,-69.58333,America/Argentina/Buenos_Aires,America/Argentina/San_Juan,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
908,Departamento de Iguazú,Misiones,AR,-25.86667,-54.36667,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
909,Departamento de Independencia,Chaco,AR,-26.66667,-60.66667,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
910,Departamento de Independencia,La Rioja,AR,-30.16667,-67.41667,America/Argentina/Buenos_Aires,America/Argentina/La_Rioja,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
911,Departamento de Iruya,Salta,AR,-22.8,-64.91667,America/Argentina/Buenos_Aires,America/Argentina/Salta,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
912,Departamento de Itatí,Corrientes,AR,-27.33333,-58,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
913,Departamento de Ituzaingó,Corrientes,AR,-27.90085,-56.86604,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
914,Departamento de Juárez Celman,Córdoba,AR,-33.33333,-63.66667,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
915,Departamento de Jáchal,San Juan,AR,-30.5,-68.5,America/Argentina/Buenos_Aires,America/Argentina/San_Juan,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
916,Departamento de La Capital,Santa Fe,AR,-31.5,-60.66667,America/Argentina/Buenos_Aires,America/Argentina/Cordoba,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
917,Departamento de La Cocha,Tucumán,AR,-27.77784,-65.57109,America/Argentina/Buenos_Aires,America/Argentina/Tucuman,coordinate_polygon,high,,not_required,tzfpy-2026c,polygon lookup differs from existing America/Argentina/Buenos_Aires
